id,date_time,year,month,mdate,day,time,sensor_id,sensor_name,hourly_counts,date_key,day_type
2888166,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,26,QV Market-Elizabeth St (West),90,20191102,Weekend
2888167,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,24,Spencer St-Collins St (North),64,20191102,Weekend
2888168,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,23,Spencer St-Collins St (South),16,20191102,Weekend
2888169,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,25,Melbourne Convention Exhibition Centre,202,20191102,Weekend
2888170,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,21,Bourke St-Russell St (West),215,20191102,Weekend
2888171,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,20,Chinatown-Lt Bourke St (South),76,20191102,Weekend
2888172,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,19,Chinatown-Swanston St (North),61,20191102,Weekend
2888173,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,22,Flinders St-Elizabeth St (East),274,20191102,Weekend
2888174,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,27,QV Market-Peel St,7,20191102,Weekend
2888175,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,28,The Arts Centre,38,20191102,Weekend
2888176,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,31,Lygon St (West),5,20191102,Weekend
2888177,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,30,Lonsdale St (South),263,20191102,Weekend
2888178,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,34,Flinders St-Spark La,4,20191102,Weekend
2888179,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,39,Alfred Place,13,20191102,Weekend
2888180,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,37,Lygon St (East),6,20191102,Weekend
2888181,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,40,Lonsdale St-Spring St (West),18,20191102,Weekend
2888182,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,36,Queen St (West),123,20191102,Weekend
2888183,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,29,St Kilda Rd-Alexandra Gardens,16,20191102,Weekend
2888184,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,42,Grattan St-Swanston St (West),15,20191102,Weekend
2888185,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,43,Monash Rd-Swanston St (West),1,20191102,Weekend
2888186,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,44,Tin Alley-Swanston St (West),5,20191102,Weekend
2888187,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,35,Southbank,36,20191102,Weekend
2888188,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,45,Little Collins St-Swanston St (East),109,20191102,Weekend
2888189,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,46,Pelham St (S),9,20191102,Weekend
2888190,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,47,Melbourne Central-Elizabeth St (East),115,20191102,Weekend
2888191,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,48,QVM-Queen St (East),15,20191102,Weekend
2845332,2019-09-29T18:00:00.000,2019,September,29,Sunday,18,10,Victoria Point,50,20190929,Weekend
2888192,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,49,QVM-Therry St (South),25,20191102,Weekend
2888193,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,50,Faraday St-Lygon St (West),2,20191102,Weekend
2888194,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,51,QVM-Franklin St (North),19,20191102,Weekend
2888195,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,52,Elizabeth St-Lonsdale St (South),174,20191102,Weekend
2888196,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,54,Lincoln-Swanston(West),15,20191102,Weekend
2888197,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,55,Elizabeth St-La Trobe St (East),219,20191102,Weekend
2888198,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,56,Lonsdale St - Elizabeth St (North),39,20191102,Weekend
2888199,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,57,Bourke St Bridge,3,20191102,Weekend
2888200,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,58,Bourke St - Spencer St (North),41,20191102,Weekend
2888201,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,59,Swanston St - RMIT Building 80,1,20191102,Weekend
2888202,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,61,Swanston St - RMIT Building 14,50,20191102,Weekend
2888203,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,62,La Trobe St (North),71,20191102,Weekend
2888204,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,4,Town Hall (West),78,20191102,Weekend
2888205,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,17,Collins Place (South),6,20191102,Weekend
2888206,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,18,Collins Place (North),1,20191102,Weekend
2888207,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,53,Collins St (North),12,20191102,Weekend
2888208,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,2,Bourke Street Mall (South),26,20191102,Weekend
2888209,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,1,Bourke Street Mall (North),24,20191102,Weekend
2888210,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,3,Melbourne Central,127,20191102,Weekend
2888211,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,15,State Library,28,20191102,Weekend
2888212,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,9,Southern Cross Station,2,20191102,Weekend
2888213,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,10,Victoria Point,1,20191102,Weekend
2888214,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,12,New Quay,1,20191102,Weekend
2888215,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,11,Waterfront City,6,20191102,Weekend
2888216,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,8,Webb Bridge,2,20191102,Weekend
2888217,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,7,Birrarung Marr,12,20191102,Weekend
2888218,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,5,Princes Bridge,69,20191102,Weekend
2888219,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,6,Flinders Street Station Underpass,99,20191102,Weekend
2888220,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,14,Sandridge Bridge,3,20191102,Weekend
2888221,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,26,QV Market-Elizabeth St (West),63,20191102,Weekend
2888222,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,24,Spencer St-Collins St (North),56,20191102,Weekend
2888223,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,23,Spencer St-Collins St (South),12,20191102,Weekend
2888224,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,25,Melbourne Convention Exhibition Centre,47,20191102,Weekend
2888225,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,21,Bourke St-Russell St (West),195,20191102,Weekend
2888226,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,20,Chinatown-Lt Bourke St (South),25,20191102,Weekend
2888227,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,19,Chinatown-Swanston St (North),36,20191102,Weekend
2888228,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,22,Flinders St-Elizabeth St (East),244,20191102,Weekend
2888229,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,27,QV Market-Peel St,10,20191102,Weekend
2888230,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,28,The Arts Centre,37,20191102,Weekend
2888231,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,31,Lygon St (West),19,20191102,Weekend
2888232,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,30,Lonsdale St (South),159,20191102,Weekend
2888233,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,34,Flinders St-Spark La,6,20191102,Weekend
2888234,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,39,Alfred Place,17,20191102,Weekend
2888235,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,37,Lygon St (East),6,20191102,Weekend
2888236,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,40,Lonsdale St-Spring St (West),5,20191102,Weekend
2888237,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,36,Queen St (West),83,20191102,Weekend
2888238,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,29,St Kilda Rd-Alexandra Gardens,12,20191102,Weekend
2888239,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,42,Grattan St-Swanston St (West),13,20191102,Weekend
2888240,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,43,Monash Rd-Swanston St (West),3,20191102,Weekend
2888241,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,44,Tin Alley-Swanston St (West),4,20191102,Weekend
2888242,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,35,Southbank,22,20191102,Weekend
2888243,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,45,Little Collins St-Swanston St (East),33,20191102,Weekend
2888244,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,46,Pelham St (S),2,20191102,Weekend
2888245,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,47,Melbourne Central-Elizabeth St (East),62,20191102,Weekend
2888246,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,48,QVM-Queen St (East),21,20191102,Weekend
2888247,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,49,QVM-Therry St (South),41,20191102,Weekend
2888248,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,50,Faraday St-Lygon St (West),4,20191102,Weekend
2888249,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,51,QVM-Franklin St (North),10,20191102,Weekend
2888250,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,52,Elizabeth St-Lonsdale St (South),32,20191102,Weekend
2888251,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,54,Lincoln-Swanston(West),8,20191102,Weekend
2888252,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,55,Elizabeth St-La Trobe St (East),115,20191102,Weekend
2888253,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,56,Lonsdale St - Elizabeth St (North),21,20191102,Weekend
2888254,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,57,Bourke St Bridge,11,20191102,Weekend
2888255,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,58,Bourke St - Spencer St (North),28,20191102,Weekend
2888256,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,59,Swanston St - RMIT Building 80,2,20191102,Weekend
2888257,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,61,Swanston St - RMIT Building 14,18,20191102,Weekend
2888258,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,62,La Trobe St (North),27,20191102,Weekend
2888259,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,4,Town Hall (West),58,20191102,Weekend
2888260,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,17,Collins Place (South),21,20191102,Weekend
2888261,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,18,Collins Place (North),6,20191102,Weekend
2888262,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,53,Collins St (North),33,20191102,Weekend
2888263,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,2,Bourke Street Mall (South),20,20191102,Weekend
2888264,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,1,Bourke Street Mall (North),25,20191102,Weekend
2888265,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,3,Melbourne Central,68,20191102,Weekend
2888266,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,15,State Library,23,20191102,Weekend
2888267,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,9,Southern Cross Station,6,20191102,Weekend
2888268,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,10,Victoria Point,14,20191102,Weekend
2888269,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,12,New Quay,5,20191102,Weekend
2888270,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,11,Waterfront City,0,20191102,Weekend
2888271,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,8,Webb Bridge,4,20191102,Weekend
2888272,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,7,Birrarung Marr,5,20191102,Weekend
2888273,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,5,Princes Bridge,52,20191102,Weekend
2888274,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,6,Flinders Street Station Underpass,99,20191102,Weekend
2888275,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,14,Sandridge Bridge,3,20191102,Weekend
2888276,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,26,QV Market-Elizabeth St (West),57,20191102,Weekend
2888277,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,24,Spencer St-Collins St (North),126,20191102,Weekend
2888278,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,23,Spencer St-Collins St (South),23,20191102,Weekend
2888279,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,25,Melbourne Convention Exhibition Centre,45,20191102,Weekend
2888280,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,21,Bourke St-Russell St (West),131,20191102,Weekend
2888281,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,20,Chinatown-Lt Bourke St (South),25,20191102,Weekend
2888282,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,19,Chinatown-Swanston St (North),28,20191102,Weekend
2888283,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,22,Flinders St-Elizabeth St (East),151,20191102,Weekend
2888284,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,27,QV Market-Peel St,14,20191102,Weekend
2888285,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,28,The Arts Centre,32,20191102,Weekend
2888286,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,31,Lygon St (West),24,20191102,Weekend
2888287,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,30,Lonsdale St (South),122,20191102,Weekend
2888288,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,34,Flinders St-Spark La,7,20191102,Weekend
2888289,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,39,Alfred Place,9,20191102,Weekend
2888290,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,37,Lygon St (East),12,20191102,Weekend
2888291,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,40,Lonsdale St-Spring St (West),13,20191102,Weekend
2888292,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,36,Queen St (West),20,20191102,Weekend
2888293,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,29,St Kilda Rd-Alexandra Gardens,9,20191102,Weekend
2888294,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,42,Grattan St-Swanston St (West),6,20191102,Weekend
2888295,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,43,Monash Rd-Swanston St (West),2,20191102,Weekend
2888296,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,44,Tin Alley-Swanston St (West),2,20191102,Weekend
2888297,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,35,Southbank,48,20191102,Weekend
2888298,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,45,Little Collins St-Swanston St (East),46,20191102,Weekend
2888299,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,46,Pelham St (S),3,20191102,Weekend
2888300,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,47,Melbourne Central-Elizabeth St (East),41,20191102,Weekend
2888301,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,48,QVM-Queen St (East),14,20191102,Weekend
2888302,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,49,QVM-Therry St (South),31,20191102,Weekend
2888303,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,50,Faraday St-Lygon St (West),11,20191102,Weekend
2888304,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,51,QVM-Franklin St (North),9,20191102,Weekend
2888305,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,52,Elizabeth St-Lonsdale St (South),18,20191102,Weekend
2888306,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,54,Lincoln-Swanston(West),6,20191102,Weekend
2888307,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,55,Elizabeth St-La Trobe St (East),80,20191102,Weekend
2888308,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,56,Lonsdale St - Elizabeth St (North),6,20191102,Weekend
2888309,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,57,Bourke St Bridge,7,20191102,Weekend
2888310,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,58,Bourke St - Spencer St (North),45,20191102,Weekend
2888311,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,59,Swanston St - RMIT Building 80,0,20191102,Weekend
2888312,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,61,Swanston St - RMIT Building 14,28,20191102,Weekend
2888313,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,62,La Trobe St (North),16,20191102,Weekend
2888314,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,4,Town Hall (West),102,20191102,Weekend
2888315,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,17,Collins Place (South),61,20191102,Weekend
2888316,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,18,Collins Place (North),27,20191102,Weekend
2888317,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,53,Collins St (North),60,20191102,Weekend
2888318,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,2,Bourke Street Mall (South),106,20191102,Weekend
2888319,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,1,Bourke Street Mall (North),85,20191102,Weekend
2888320,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,3,Melbourne Central,118,20191102,Weekend
2888321,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,15,State Library,33,20191102,Weekend
2888322,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,9,Southern Cross Station,31,20191102,Weekend
2888323,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,10,Victoria Point,15,20191102,Weekend
2888324,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,12,New Quay,20,20191102,Weekend
2888325,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,11,Waterfront City,12,20191102,Weekend
2888326,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,8,Webb Bridge,9,20191102,Weekend
2888327,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,7,Birrarung Marr,29,20191102,Weekend
2888328,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,5,Princes Bridge,69,20191102,Weekend
2888329,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,6,Flinders Street Station Underpass,207,20191102,Weekend
2888330,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,14,Sandridge Bridge,4,20191102,Weekend
2888331,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,26,QV Market-Elizabeth St (West),130,20191102,Weekend
2888332,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,24,Spencer St-Collins St (North),201,20191102,Weekend
2888333,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,23,Spencer St-Collins St (South),38,20191102,Weekend
2888334,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,25,Melbourne Convention Exhibition Centre,143,20191102,Weekend
2888335,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,21,Bourke St-Russell St (West),92,20191102,Weekend
2888336,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,20,Chinatown-Lt Bourke St (South),24,20191102,Weekend
2888337,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,19,Chinatown-Swanston St (North),38,20191102,Weekend
2888338,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,22,Flinders St-Elizabeth St (East),203,20191102,Weekend
2888339,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,27,QV Market-Peel St,31,20191102,Weekend
2888340,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,28,The Arts Centre,45,20191102,Weekend
2888341,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,31,Lygon St (West),19,20191102,Weekend
2888342,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,30,Lonsdale St (South),120,20191102,Weekend
2888343,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,34,Flinders St-Spark La,16,20191102,Weekend
2888344,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,39,Alfred Place,28,20191102,Weekend
2888345,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,37,Lygon St (East),9,20191102,Weekend
2888346,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,40,Lonsdale St-Spring St (West),27,20191102,Weekend
2888347,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,36,Queen St (West),24,20191102,Weekend
2888348,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,29,St Kilda Rd-Alexandra Gardens,44,20191102,Weekend
2888349,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,42,Grattan St-Swanston St (West),23,20191102,Weekend
2888350,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,43,Monash Rd-Swanston St (West),7,20191102,Weekend
2888351,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,44,Tin Alley-Swanston St (West),4,20191102,Weekend
2888352,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,35,Southbank,156,20191102,Weekend
2888353,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,45,Little Collins St-Swanston St (East),69,20191102,Weekend
2888354,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,46,Pelham St (S),5,20191102,Weekend
2888355,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,47,Melbourne Central-Elizabeth St (East),86,20191102,Weekend
2888356,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,48,QVM-Queen St (East),59,20191102,Weekend
2888357,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,49,QVM-Therry St (South),42,20191102,Weekend
2888358,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,50,Faraday St-Lygon St (West),16,20191102,Weekend
2888359,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,51,QVM-Franklin St (North),17,20191102,Weekend
2888360,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,52,Elizabeth St-Lonsdale St (South),39,20191102,Weekend
2888361,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,54,Lincoln-Swanston(West),4,20191102,Weekend
2888362,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,55,Elizabeth St-La Trobe St (East),100,20191102,Weekend
2888363,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,56,Lonsdale St - Elizabeth St (North),27,20191102,Weekend
2888364,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,57,Bourke St Bridge,23,20191102,Weekend
2888365,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,58,Bourke St - Spencer St (North),102,20191102,Weekend
2888366,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,59,Swanston St - RMIT Building 80,7,20191102,Weekend
2888367,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,61,Swanston St - RMIT Building 14,35,20191102,Weekend
2888368,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,62,La Trobe St (North),12,20191102,Weekend
2888369,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,4,Town Hall (West),269,20191102,Weekend
2888370,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,17,Collins Place (South),86,20191102,Weekend
2888371,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,18,Collins Place (North),44,20191102,Weekend
2888372,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,53,Collins St (North),114,20191102,Weekend
2888373,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,2,Bourke Street Mall (South),161,20191102,Weekend
2888374,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,1,Bourke Street Mall (North),162,20191102,Weekend
2888375,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,3,Melbourne Central,189,20191102,Weekend
2888376,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,15,State Library,118,20191102,Weekend
2888377,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,9,Southern Cross Station,61,20191102,Weekend
2888378,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,10,Victoria Point,17,20191102,Weekend
2888379,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,12,New Quay,56,20191102,Weekend
2888380,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,11,Waterfront City,15,20191102,Weekend
2888381,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,8,Webb Bridge,45,20191102,Weekend
2888382,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,7,Birrarung Marr,61,20191102,Weekend
2888383,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,5,Princes Bridge,189,20191102,Weekend
2888384,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,6,Flinders Street Station Underpass,446,20191102,Weekend
2888385,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,14,Sandridge Bridge,9,20191102,Weekend
2888386,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,26,QV Market-Elizabeth St (West),252,20191102,Weekend
2888387,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,24,Spencer St-Collins St (North),436,20191102,Weekend
2888388,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,23,Spencer St-Collins St (South),66,20191102,Weekend
2888389,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,25,Melbourne Convention Exhibition Centre,207,20191102,Weekend
2888390,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,21,Bourke St-Russell St (West),86,20191102,Weekend
2888391,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,20,Chinatown-Lt Bourke St (South),31,20191102,Weekend
2888392,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,19,Chinatown-Swanston St (North),53,20191102,Weekend
2888393,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,22,Flinders St-Elizabeth St (East),448,20191102,Weekend
2888394,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,27,QV Market-Peel St,81,20191102,Weekend
2888395,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,28,The Arts Centre,104,20191102,Weekend
2888396,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,31,Lygon St (West),46,20191102,Weekend
2888397,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,30,Lonsdale St (South),69,20191102,Weekend
2888398,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,34,Flinders St-Spark La,37,20191102,Weekend
2888399,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,39,Alfred Place,53,20191102,Weekend
2888400,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,37,Lygon St (East),22,20191102,Weekend
2888401,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,40,Lonsdale St-Spring St (West),55,20191102,Weekend
2888402,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,36,Queen St (West),72,20191102,Weekend
2888403,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,29,St Kilda Rd-Alexandra Gardens,111,20191102,Weekend
2888404,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,42,Grattan St-Swanston St (West),28,20191102,Weekend
2888405,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,43,Monash Rd-Swanston St (West),22,20191102,Weekend
2888406,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,44,Tin Alley-Swanston St (West),12,20191102,Weekend
